hero_id	level	name	class	rarity	hp	attack	defense	skill_id_1	skill_id_2	skill_id_3	unlock_require_id	power
2	12	Aldric	Warrior	Epic	3532	402	212	201	202	203	5005	1475
2	13	Aldric	Warrior	Epic	3780	424	220	201	202	203	5005	1556
2	14	Aldric	Warrior	Epic	4028	446	228	201	202	203	5005	1637
2	15	Aldric	Warrior	Epic	4276	468	236	201	202	203	5005	1718
2	16	Aldric	Warrior	Epic	4524	492	244	201	202	203	5005	1802
2	17	Aldric	Warrior	Epic	4772	514	252	201	202	203	5005	1883
2	18	Aldric	Warrior	Epic	5020	536	260	201	202	203	5005	1964
2	19	Aldric	Warrior	Epic	5268	558	268	201	202	203	5005	2045
2	20	Aldric	Warrior	Epic	5518	580	278	201	202	203	5005	2129
2	21	Aldric	Warrior	Epic	5766	602	286	201	202	203	5005	2210
2	22	Aldric	Warrior	Epic	6014	624	294	201	202	203	5005	2290
2	23	Aldric	Warrior	Epic	6262	646	302	201	202	203	5005	2371
2	24	Aldric	Warrior	Epic	6510	668	310	201	202	203	5005	2452
2	25	Aldric	Warrior	Epic	6758	690	318	201	202	203	5005	2533
2	26	Aldric	Warrior	Epic	7006	712	326	201	202	203	5005	2614
2	27	Aldric	Warrior	Epic	7256	734	336	201	202	203	5005	2698
2	28	Aldric	Warrior	Epic	7504	756	344	201	202	203	5005	2778
2	29	Aldric	Warrior	Epic	7752	778	352	201	202	203	5005	2859
2	30	Aldric	Warrior	Epic	8000	800	360	201	202	203	5005	2940
3	1	Lyra	Mage	Common	200	100	30	301	302	null	5008	265
3	2	Lyra	Mage	Common	262	113	32	301	302	null	5008	300
3	3	Lyra	Mage	Common	324	126	34	301	302	null	5008	335
3	4	Lyra	Mage	Common	386	139	36	301	302	null	5008	371
3	5	Lyra	Mage	Common	448	152	38	301	302	null	5008	406
3	6	Lyra	Mage	Common	510	166	40	301	302	null	5008	443
3	7	Lyra	Mage	Common	572	179	42	301	302	null	5008	478
3	8	Lyra	Mage	Common	634	192	44	301	302	null	5008	513
3	9	Lyra	Mage	Common	697	205	47	301	302	null	5008	550
3	10	Lyra	Mage	Common	759	218	49	301	302	null	5008	585
3	11	Lyra	Mage	Common	821	231	51	301	302	null	5008	621
3	12	Lyra	Mage	Common	883	244	53	301	302	null	5008	656
3	13	Lyra	Mage	Common	945	257	55	301	302	null	5008	691
3	14	Lyra	Mage	Common	1007	270	57	301	302	null	5008	726
3	15	Lyra	Mage	Common	1069	283	59	301	302	null	5008	761
3	16	Lyra	Mage	Common	1131	297	61	301	302	null	5008	799
3	17	Lyra	Mage	Common	1193	310	63	301	302	null	5008	834
3	18	Lyra	Mage	Common	1255	323	65	301	302	null	5008	869
3	19	Lyra	Mage	Common	1317	336	67	301	302	null	5008	904
3	20	Lyra	Mage	Common	1379	349	69	301	302	null	5008	939
3	21	Lyra	Mage	Common	1441	362	71	301	302	null	5008	975
3	22	Lyra	Mage	Common	1503	375	73	301	302	null	5008	1010
3	23	Lyra	Mage	Common	1566	388	76	301	302	null	5008	1047
3	24	Lyra	Mage	Common	1628	401	78	301	302	null	5008	1082
3	25	Lyra	Mage	Common	1690	414	80	301	302	null	5008	1117
3	26	Lyra	Mage	Common	1752	428	82	301	302	null	5008	1154
3	27	Lyra	Mage	Common	1814	441	84	301	302	null	5008	1189
3	28	Lyra	Mage	Common	1876	454	86	301	302	null	5008	1225
3	29	Lyra	Mage	Common	1938	467	88	301	302	null	5008	1260
3	30	Lyra	Mage	Common	2000	480	90	301	302	null	5008	1295
4	1	Thorne	Warrior	Rare	600	120	90	401	402	403	5010	435
4	2	Thorne	Warrior	Rare	786	136	96	401	402	403	5010	495
4	3	Thorne	Warrior	Rare	972	153	102	401	402	403	5010	556
4	4	Thorne	Warrior	Rare	1158	170	108	401	402	403	5010	618
4	5	Thorne	Warrior	Rare	1346	186	116	401	402	403	5010	681
4	6	Thorne	Warrior	Rare	1532	202	122	401	402	403	5010	740
4	7	Thorne	Warrior	Rare	1718	219	128	401	402	403	5010	802
4	8	Thorne	Warrior	Rare	1904	236	134	401	402	403	5010	863
4	9	Thorne	Warrior	Rare	2090	252	140	401	402	403	5010	923
4	10	Thorne	Warrior	Rare	2276	268	146	401	402	403	5010	983
4	11	Thorne	Warrior	Rare	2462	285	152	401	402	403	5010	1044
4	12	Thorne	Warrior	Rare	2649	302	159	401	402	403	5010	1107
4	13	Thorne	Warrior	Rare	2835	318	165	401	402	403	5010	1167
4	14	Thorne	Warrior	Rare	3021	334	171	401	402	403	5010	1227
4	15	Thorne	Warrior	Rare	3207	351	177	401	402	403	5010	1288
4	16	Thorne	Warrior	Rare	3393	369	183	401	402	403	5010	1352
4	17	Thorne	Warrior	Rare	3579	386	189	401	402	403	5010	1413
4	18	Thorne	Warrior	Rare	3765	402	195	401	402	403	5010	1473
4	19	Thorne	Warrior	Rare	3951	418	201	401	402	403	5010	1533
4	20	Thorne	Warrior	Rare	4138	435	208	401	402	403	5010	1596
4	21	Thorne	Warrior	Rare	4324	452	214	401	402	403	5010	1657
4	22	Thorne	Warrior	Rare	4510	468	220	401	402	403	5010	1717
4	23	Thorne	Warrior	Rare	4696	484	226	401	402	403	5010	1777
4	24	Thorne	Warrior	Rare	4882	501	232	401	402	403	5010	1838
4	25	Thorne	Warrior	Rare	5068	518	238	401	402	403	5010	1900
4	26	Thorne	Warrior	Rare	5254	534	244	401	402	403	5010	1959
4	27	Thorne	Warrior	Rare	5442	550	252	401	402	403	5010	2022
4	28	Thorne	Warrior	Rare	5628	567	258	401	402	403	5010	2084
4	29	Thorne	Warrior	Rare	5814	584	264	401	402	403	5010	2145
4	30	Thorne	Warrior	Rare	6000	600	270	401	402	403	5010	2205
5	1	Elias	Ranger	Common	280	110	42	501	502	null	null	311
5	2	Elias	Ranger	Common	367	126	45	501	502	null	null	356
5	3	Elias	Ranger	Common	454	141	48	501	502	null	null	399
5	4	Elias	Ranger	Common	541	157	51	501	502	null	null	445
5	5	Elias	Ranger	Common	628	172	54	501	502	null	null	488
5	6	Elias	Ranger	Common	714	188	56	501	502	null	null	531
5	7	Elias	Ranger	Common	801	203	59	501	502	null	null	575
5	8	Elias	Ranger	Common	888	219	62	501	502	null	null	620
5	9	Elias	Ranger	Common	975	234	65	501	502	null	null	663
5	10	Elias	Ranger	Common	1062	250	68	501	502	null	null	708
5	11	Elias	Ranger	Common	1149	265	71	501	502	null	null	751
5	12	Elias	Ranger	Common	1236	281	74	501	502	null	null	797
5	13	Elias	Ranger	Common	1323	296	77	501	502	null	null	840
5	14	Elias	Ranger	Common	1410	312	80	501	502	null	null	885
5	15	Elias	Ranger	Common	1497	327	83	501	502	null	null	928
5	16	Elias	Ranger	Common	1583	343	85	501	502	null	null	972
5	17	Elias	Ranger	Common	1670	358	88	501	502	null	null	1015
5	18	Elias	Ranger	Common	1757	374	91	501	502	null	null	1060
5	19	Elias	Ranger	Common	1844	389	94	501	502	null	null	1103
5	20	Elias	Ranger	Common	1931	405	97	501	502	null	null	1149
5	21	Elias	Ranger	Common	2018	420	100	501	502	null	null	1192
5	22	Elias	Ranger	Common	2105	436	103	501	502	null	null	1237
5	23	Elias	Ranger	Common	2192	451	106	501	502	null	null	1280
5	24	Elias	Ranger	Common	2279	467	109	501	502	null	null	1325
5	25	Elias	Ranger	Common	2366	482	112	501	502	null	null	1369
5	26	Elias	Ranger	Common	2452	498	114	501	502	null	null	1412
5	27	Elias	Ranger	Common	2539	513	117	501	502	null	null	1455
5	28	Elias	Ranger	Common	2626	529	120	501	502	null	null	1501
5	29	Elias	Ranger	Common	2713	544	123	501	502	null	null	1544
5	30	Elias	Ranger	Common	2800	560	126	501	502	null	null	1589
6	1	Vesna	Mage	Rare	300	150	45	601	602	603	5008	398
6	2	Vesna	Mage	Rare	393	170	48	601	602	603	5008	451
6	3	Vesna	Mage	Rare	486	189	51	601	602	603	5008	503
6	4	Vesna	Mage	Rare	579	208	54	601	602	603	5008	555
6	5	Vesna	Mage	Rare	672	228	57	601	602	603	5008	609
6	6	Vesna	Mage	Rare	765	249	60	601	602	603	5008	664
6	7	Vesna	Mage	Rare	858	268	63	601	602	603	5008	716
6	8	Vesna	Mage	Rare	951	288	66	601	602	603	5008	770
6	9	Vesna	Mage	Rare	1046	308	70	601	602	603	5008	826
6	10	Vesna	Mage	Rare	1138	327	74	601	602	603	5008	879
6	11	Vesna	Mage	Rare	1232	346	76	601	602	603	5008	929
6	12	Vesna	Mage	Rare	1324	366	80	601	602	603	5008	984
6	13	Vesna	Mage	Rare	1418	386	82	601	602	603	5008	1037
6	14	Vesna	Mage	Rare	1510	405	86	601	602	603	5008	1090
6	15	Vesna	Mage	Rare	1604	424	88	601	602	603	5008	1140
6	16	Vesna	Mage	Rare	1696	446	92	601	602	603	5008	1200
6	17	Vesna	Mage	Rare	1790	465	94	601	602	603	5008	1250
6	18	Vesna	Mage	Rare	1882	484	98	601	602	603	5008	1303
6	19	Vesna	Mage	Rare	1976	504	100	601	602	603	5008	1356
6	20	Vesna	Mage	Rare	2068	524	104	601	602	603	5008	1411
6	21	Vesna	Mage	Rare	2162	543	106	601	602	603	5008	1461
6	22	Vesna	Mage	Rare	2254	562	110	601	602	603	5008	1514
6	23	Vesna	Mage	Rare	2349	582	114	601	602	603	5008	1570
6	24	Vesna	Mage	Rare	2442	602	117	601	602	603	5008	1624
6	25	Vesna	Mage	Rare	2535	621	120	601	602	603	5008	1676
6	26	Vesna	Mage	Rare	2628	642	123	601	602	603	5008	1731
6	27	Vesna	Mage	Rare	2721	662	126	601	602	603	5008	1785
6	28	Vesna	Mage	Rare	2814	681	129	601	602	603	5008	1837
6	29	Vesna	Mage	Rare	2907	700	132	601	602	603	5008	1889
6	30	Vesna	Mage	Rare	3000	720	135	601	602	603	5008	1942
7	1	Brogan	Warrior	Epic	800	160	120	701	702	703	5015	580
7	2	Brogan	Warrior	Epic	1048	182	128	701	702	703	5015	661
7	3	Brogan	Warrior	Epic	1296	204	136	701	702	703	5015	742
7	4	Brogan	Warrior	Epic	1544	226	144	701	702	703	5015	822
7	5	Brogan	Warrior	Epic	1794	248	154	701	702	703	5015	906
7	6	Brogan	Warrior	Epic	2042	270	162	701	702	703	5015	987
7	7	Brogan	Warrior	Epic	2290	292	170	701	702	703	5015	1068
7	8	Brogan	Warrior	Epic	2538	314	178	701	702	703	5015	1149
7	9	Brogan	Warrior	Epic	2786	336	186	701	702	703	5015	1230
7	10	Brogan	Warrior	Epic	3034	358	194	701	702	703	5015	1310
7	11	Brogan	Warrior	Epic	3282	380	202	701	702	703	5015	1391
7	12	Brogan	Warrior	Epic	3532	402	212	701	702	703	5015	1475
7	13	Brogan	Warrior	Epic	3780	424	220	701	702	703	5015	1556
7	14	Brogan	Warrior	Epic	4028	446	228	701	702	703	5015	1637
7	15	Brogan	Warrior	Epic	4276	468	236	701	702	703	5015	1718
7	16	Brogan	Warrior	Epic	4524	492	244	701	702	703	5015	1802
7	17	Brogan	Warrior	Epic	4772	514	252	701	702	703	5015	1883
7	18	Brogan	Warrior	Epic	5020	536	260	701	702	703	5015	1964
7	19	Brogan	Warrior	Epic	5268	558	268	701	702	703	5015	2045
7	20	Brogan	Warrior	Epic	5518	580	278	701	702	703	5015	2129
7	21	Brogan	Warrior	Epic	5766	602	286	701	702	703	5015	2210
7	22	Brogan	Warrior	Epic	6014	624	294	701	702	703	5015	2290
7	23	Brogan	Warrior	Epic	6262	646	302	701	702	703	5015	2371
7	24	Brogan	Warrior	Epic	6510	668	310	701	702	703	5015	2452
7	25	Brogan	Warrior	Epic	6758	690	318	701	702	703	5015	2533
7	26	Brogan	Warrior	Epic	7006	712	326	701	702	703	5015	2614
7	27	Brogan	Warrior	Epic	7256	734	336	701	702	703	5015	2698
7	28	Brogan	Warrior	Epic	7504	756	344	701	702	703	5015	2778
7	29	Brogan	Warrior	Epic	7752	778	352	701	702	703	5015	2859
7	30	Brogan	Warrior	Epic	8000	800	360	701	702	703	5015	2940
8	1	Kael	Ranger	Epic	560	220	84	801	802	803	5018	622
8	2	Kael	Ranger	Epic	734	252	90	801	802	803	5018	712
8	3	Kael	Ranger	Epic	908	282	96	801	802	803	5018	799
8	4	Kael	Ranger	Epic	1082	314	102	801	802	803	5018	889
8	5	Kael	Ranger	Epic	1256	344	108	801	802	803	5018	976
8	6	Kael	Ranger	Epic	1428	376	112	801	802	803	5018	1063
8	7	Kael	Ranger	Epic	1602	406	118	801	802	803	5018	1149
8	8	Kael	Ranger	Epic	1776	438	124	801	802	803	5018	1240
8	9	Kael	Ranger	Epic	1950	468	130	801	802	803	5018	1326
8	10	Kael	Ranger	Epic	2124	500	136	801	802	803	5018	1416
8	11	Kael	Ranger	Epic	2298	530	142	801	802	803	5018	1503
8	12	Kael	Ranger	Epic	2472	562	148	801	802	803	5018	1593
8	13	Kael	Ranger	Epic	2646	592	154	801	802	803	5018	1680
8	14	Kael	Ranger	Epic	2820	624	160	801	802	803	5018	1770
8	15	Kael	Ranger	Epic	2994	654	166	801	802	803	5018	1856
8	16	Kael	Ranger	Epic	3166	686	170	801	802	803	5018	1944
8	17	Kael	Ranger	Epic	3340	716	176	801	802	803	5018	2030
8	18	Kael	Ranger	Epic	3514	748	182	801	802	803	5018	2120
8	19	Kael	Ranger	Epic	3688	778	188	801	802	803	5018	2207
8	20	Kael	Ranger	Epic	3862	810	194	801	802	803	5018	2297
8	21	Kael	Ranger	Epic	4036	840	200	801	802	803	5018	2384
8	22	Kael	Ranger	Epic	4210	872	206	801	802	803	5018	2474
8	23	Kael	Ranger	Epic	4384	902	212	801	802	803	5018	2560
8	24	Kael	Ranger	Epic	4558	934	218	801	802	803	5018	2651
8	25	Kael	Ranger	Epic	4732	964	224	801	802	803	5018	2737
8	26	Kael	Ranger	Epic	4904	996	228	801	802	803	5018	2824
8	27	Kael	Ranger	Epic	5078	1026	234	801	802	803	5018	2911
8	28	Kael	Ranger	Epic	5252	1058	240	801	802	803	5018	3001
8	29	Kael	Ranger	Epic	5426	1088	246	801	802	803	5018	3088
8	30	Kael	Ranger	Epic	5600	1120	252	801	802	803	5018	3178
9	1	Mireille	Mage	Epic	400	200	60	901	902	903	5020	530
9	2	Mireille	Mage	Epic	524	226	64	901	902	903	5020	600
9	3	Mireille	Mage	Epic	648	252	68	901	902	903	5020	671
9	4	Mireille	Mage	Epic	772	278	72	901	902	903	5020	741
9	5	Mireille	Mage	Epic	896	304	76	901	902	903	5020	812
9	6	Mireille	Mage	Epic	1020	332	80	901	902	903	5020	886
9	7	Mireille	Mage	Epic	1144	358	84	901	902	903	5020	956
9	8	Mireille	Mage	Epic	1268	384	88	901	902	903	5020	1027
9	9	Mireille	Mage	Epic	1394	410	94	901	902	903	5020	1100
9	10	Mireille	Mage	Epic	1518	436	98	901	902	903	5020	1171
9	11	Mireille	Mage	Epic	1642	462	102	901	902	903	5020	1241
9	12	Mireille	Mage	Epic	1766	488	106	901	902	903	5020	1312
9	13	Mireille	Mage	Epic	1890	514	110	901	902	903	5020	1382
9	14	Mireille	Mage	Epic	2014	540	114	901	902	903	5020	1452
9	15	Mireille	Mage	Epic	2138	566	118	901	902	903	5020	1523
9	16	Mireille	Mage	Epic	2262	594	122	901	902	903	5020	1597
9	17	Mireille	Mage	Epic	2386	620	126	901	902	903	5020	1668
9	18	Mireille	Mage	Epic	2510	646	130	901	902	903	5020	1738
9	19	Mireille	Mage	Epic	2634	672	134	901	902	903	5020	1808
9	20	Mireille	Mage	Epic	2758	698	138	901	902	903	5020	1879
9	21	Mireille	Mage	Epic	2882	724	142	901	902	903	5020	1949
9	22	Mireille	Mage	Epic	3006	750	146	901	902	903	5020	2020
9	23	Mireille	Mage	Epic	3132	776	152	901	902	903	5020	2093
9	24	Mireille	Mage	Epic	3256	802	156	901	902	903	5020	2164
9	25	Mireille	Mage	Epic	3380	828	160	901	902	903	5020	2234
9	26	Mireille	Mage	Epic	3504	856	164	901	902	903	5020	2308
9	27	Mireille	Mage	Epic	3628	882	168	901	902	903	5020	2379
9	28	Mireille	Mage	Epic	3752	908	172	901	902	903	5020	2449
9	29	Mireille	Mage	Epic	3876	934	176	901	902	903	5020	2520
9	30	Mireille	Mage	Epic	4000	960	180	901	902	903	5020	2590
10	1	Doran	Warrior	Common	400	80	60	1001	1002	null	5005	290
10	2	Doran	Warrior	Common	524	91	64	1001	1002	null	5005	330
10	3	Doran	Warrior	Common	648	102	68	1001	1002	null	5005	371
10	4	Doran	Warrior	Common	772	113	72	1001	1002	null	5005	411
10	5	Doran	Warrior	Common	897	124	77	1001	1002	null	5005	453
10	6	Doran	Warrior	Common	1021	135	81	1001	1002	null	5005	494
10	7	Doran	Warrior	Common	1145	146	85	1001	1002	null	5005	534
10	8	Doran	Warrior	Common	1269	157	89	1001	1002	null	5005	574
10	9	Doran	Warrior	Common	1393	168	93	1001	1002	null	5005	615
10	10	Doran	Warrior	Common	1517	179	97	1001	1002	null	5005	655
10	11	Doran	Warrior	Common	1641	190	101	1001	1002	null	5005	696
10	12	Doran	Warrior	Common	1766	201	106	1001	1002	null	5005	738
10	13	Doran	Warrior	Common	1890	212	110	1001	1002	null	5005	778
10	14	Doran	Warrior	Common	2014	223	114	1001	1002	null	5005	818
10	15	Doran	Warrior	Common	2138	234	118	1001	1002	null	5005	859
10	16	Doran	Warrior	Common	2262	246	122	1001	1002	null	5005	901
10	17	Doran	Warrior	Common	2386	257	126	1001	1002	null	5005	942
10	18	Doran	Warrior	Common	2510	268	130	1001	1002	null	5005	982
10	19	Doran	Warrior	Common	2634	279	134	1001	1002	null	5005	1022
10	20	Doran	Warrior	Common	2759	290	139	1001	1002	null	5005	1064
10	21	Doran	Warrior	Common	2883	301	143	1001	1002	null	5005	1105
10	22	Doran	Warrior	Common	3007	312	147	1001	1002	null	5005	1145
10	23	Doran	Warrior	Common	3131	323	151	1001	1002	null	5005	1186
10	24	Doran	Warrior	Common	3255	334	155	1001	1002	null	5005	1226
10	25	Doran	Warrior	Common	3379	345	159	1001	1002	null	5005	1266
10	26	Doran	Warrior	Common	3503	356	163	1001	1002	null	5005	1307
10	27	Doran	Warrior	Common	3628	367	168	1001	1002	null	5005	1349
10	28	Doran	Warrior	Common	3752	378	172	1001	1002	null	5005	1389
10	29	Doran	Warrior	Common	3876	389	176	1001	1002	null	5005	1430
10	30	Doran	Warrior	Common	4000	400	180	1001	1002	null	5005	1470
11	1	Tessa	Ranger	Rare	420	165	63	1101	1102	1103	5011	466
11	2	Tessa	Ranger	Rare	550	189	68	1101	1102	1103	5011	535
11	3	Tessa	Ranger	Rare	681	212	72	1101	1102	1103	5011	600
11	4	Tessa	Ranger	Rare	812	236	76	1101	1102	1103	5011	667
11	5	Tessa	Ranger	Rare	942	258	81	1101	1102	1103	5011	732
11	6	Tessa	Ranger	Rare	1071	282	84	1101	1102	1103	5011	797
11	7	Tessa	Ranger	Rare	1202	304	88	1101	1102	1103	5011	860
11	8	Tessa	Ranger	Rare	1332	328	93	1101	1102	1103	5011	929
11	9	Tessa	Ranger	Rare	1462	351	98	1101	1102	1103	5011	995
11	10	Tessa	Ranger	Rare	1593	375	102	1101	1102	1103	5011	1062
11	11	Tessa	Ranger	Rare	1724	398	106	1101	1102	1103	5011	1127
11	12	Tessa	Ranger	Rare	1854	422	111	1101	1102	1103	5011	1196
11	13	Tessa	Ranger	Rare	1984	444	116	1101	1102	1103	5011	1260
11	14	Tessa	Ranger	Rare	2115	468	120	1101	1102	1103	5011	1328
11	15	Tessa	Ranger	Rare	2246	490	124	1101	1102	1103	5011	1391
11	16	Tessa	Ranger	Rare	2374	514	128	1101	1102	1103	5011	1457
11	17	Tessa	Ranger	Rare	2505	537	132	1101	1102	1103	5011	1522
11	18	Tessa	Ranger	Rare	2636	561	136	1101	1102	1103	5011	1590
11	19	Tessa	Ranger	Rare	2766	584	141	1101	1102	1103	5011	1656
11	20	Tessa	Ranger	Rare	2896	608	146	1101	1102	1103	5011	1725
11	21	Tessa	Ranger	Rare	3027	630	150	1101	1102	1103	5011	1788
11	22	Tessa	Ranger	Rare	3158	654	154	1101	1102	1103	5011	1855
11	23	Tessa	Ranger	Rare	3288	676	159	1101	1102	1103	5011	1919
11	24	Tessa	Ranger	Rare	3418	700	164	1101	1102	1103	5011	1988
11	25	Tessa	Ranger	Rare	3549	723	168	1101	1102	1103	5011	2053
11	26	Tessa	Ranger	Rare	3678	747	171	1101	1102	1103	5011	2118
11	27	Tessa	Ranger	Rare	3808	770	176	1101	1102	1103	5011	2185
11	28	Tessa	Ranger	Rare	3939	794	180	1101	1102	1103	5011	2252
11	29	Tessa	Ranger	Rare	4070	816	184	1101	1102	1103	5011	2315
11	30	Tessa	Ranger	Rare	4200	840	189	1101	1102	1103	5011	2384
12	1	Calla	Mage	Rare	300	150	45	1201	1202	1203	5012	398
12	2	Calla	Mage	Rare	393	170	48	1201	1202	1203	5012	451
12	3	Calla	Mage	Rare	486	189	51	1201	1202	1203	5012	503
12	4	Calla	Mage	Rare	579	208	54	1201	1202	1203	5012	555
12	5	Calla	Mage	Rare	672	228	57	1201	1202	1203	5012	609
12	6	Calla	Mage	Rare	765	249	60	1201	1202	1203	5012	664
12	7	Calla	Mage	Rare	858	268	63	1201	1202	1203	5012	716
12	8	Calla	Mage	Rare	951	288	66	1201	1202	1203	5012	770
12	9	Calla	Mage	Rare	1046	308	70	1201	1202	1203	5012	826
12	10	Calla	Mage	Rare	1138	327	74	1201	1202	1203	5012	879
12	11	Calla	Mage	Rare	1232	346	76	1201	1202	1203	5012	929
12	12	Calla	Mage	Rare	1324	366	80	1201	1202	1203	5012	984
12	13	Calla	Mage	Rare	1418	386	82	1201	1202	1203	5012	1037
12	14	Calla	Mage	Rare	1510	405	86	1201	1202	1203	5012	1090
12	15	Calla	Mage	Rare	1604	424	88	1201	1202	1203	5012	1140
12	16	Calla	Mage	Rare	1696	446	92	1201	1202	1203	5012	1200
12	17	Calla	Mage	Rare	1790	465	94	1201	1202	1203	5012	1250
12	18	Calla	Mage	Rare	1882	484	98	1201	1202	1203	5012	1303
12	19	Calla	Mage	Rare	1976	504	100	1201	1202	1203	5012	1356
12	20	Calla	Mage	Rare	2068	524	104	1201	1202	1203	5012	1411
12	21	Calla	Mage	Rare	2162	543	106	1201	1202	1203	5012	1461
12	22	Calla	Mage	Rare	2254	562	110	1201	1202	1203	5012	1514
12	23	Calla	Mage	Rare	2349	582	114	1201	1202	1203	5012	1570
12	24	Calla	Mage	Rare	2442	602	117	1201	1202	1203	5012	1624
12	25	Calla	Mage	Rare	2535	621	120	1201	1202	1203	5012	1676
12	26	Calla	Mage	Rare	2628	642	123	1201	1202	1203	5012	1731
12	27	Calla	Mage	Rare	2721	662	126	1201	1202	1203	5012	1785
12	28	Calla	Mage	Rare	2814	681	129	1201	1202	1203	5012	1837
12	29	Calla	Mage	Rare	2907	700	132	1201	1202	1203	5012	1889
12	30	Calla	Mage	Rare	3000	720	135	1201	1202	1203	5012	1942
13	1	Kestrel	Ranger	Common	280	110	42	1301	1302	null	null	311
13	2	Kestrel	Ranger	Common	367	126	45	1301	1302	null	null	356
13	3	Kestrel	Ranger	Common	454	141	48	1301	1302	null	null	399
13	4	Kestrel	Ranger	Common	541	157	51	1301	1302	null	null	445
13	5	Kestrel	Ranger	Common	628	172	54	1301	1302	null	null	488
13	6	Kestrel	Ranger	Common	714	188	56	1301	1302	null	null	531
13	7	Kestrel	Ranger	Common	801	203	59	1301	1302	null	null	575
13	8	Kestrel	Ranger	Common	888	219	62	1301	1302	null	null	620
13	9	Kestrel	Ranger	Common	975	234	65	1301	1302	null	null	663
13	10	Kestrel	Ranger	Common	1062	250	68	1301	1302	null	null	708
13	11	Kestrel	Ranger	Common	1149	265	71	1301	1302	null	null	751
13	12	Kestrel	Ranger	Common	1236	281	74	1301	1302	null	null	797
13	13	Kestrel	Ranger	Common	1323	296	77	1301	1302	null	null	840
13	14	Kestrel	Ranger	Common	1410	312	80	1301	1302	null	null	885
13	15	Kestrel	Ranger	Common	1497	327	83	1301	1302	null	null	928
13	16	Kestrel	Ranger	Common	1583	343	85	1301	1302	null	null	972
13	17	Kestrel	Ranger	Common	1670	358	88	1301	1302	null	null	1015
13	18	Kestrel	Ranger	Common	1757	374	91	1301	1302	null	null	1060
13	19	Kestrel	Ranger	Common	1844	389	94	1301	1302	null	null	1103
13	20	Kestrel	Ranger	Common	1931	405	97	1301	1302	null	null	1149
13	21	Kestrel	Ranger	Common	2018	420	100	1301	1302	null	null	1192
13	22	Kestrel	Ranger	Common	2105	436	103	1301	1302	null	null	1237
13	23	Kestrel	Ranger	Common	2192	451	106	1301	1302	null	null	1280
13	24	Kestrel	Ranger	Common	2279	467	109	1301	1302	null	null	1325
13	25	Kestrel	Ranger	Common	2366	482	112	1301	1302	null	null	1369
